,strikePrice,expiryDate,PE.strikePrice,PE.expiryDate,PE.underlying,PE.identifier,PE.openInterest,PE.changeinOpenInterest,PE.pchangeinOpenInterest,PE.totalTradedVolume,PE.impliedVolatility,PE.lastPrice,PE.change,PE.pChange,PE.totalBuyQuantity,PE.totalSellQuantity,PE.bidQty,PE.bidprice,PE.askQty,PE.askPrice,PE.underlyingValue,CE.strikePrice,CE.expiryDate,CE.underlying,CE.identifier,CE.openInterest,CE.changeinOpenInterest,CE.pchangeinOpenInterest,CE.totalTradedVolume,CE.impliedVolatility,CE.lastPrice,CE.change,CE.pChange,CE.totalBuyQuantity,CE.totalSellQuantity,CE.bidQty,CE.bidprice,CE.askQty,CE.askPrice,CE.underlyingValue,current_time
161,38600,16-Mar-2023,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38600.00,54793.0,20154.0,58.18297294956552,9317583.0,10.43,0.05,-56.95,-99.91228070175438,0.0,347700.0,0.0,0.0,103600.0,0.05,39172.65,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38600.00,3710.0,2544.0,218.1818181818182,1316247.0,0.0,533.7,49.650000000000034,10.257204834211349,113075.0,9225.0,225.0,533.05,200.0,533.35,39172.65,2023-03-16 15:29:03
172,38700,16-Mar-2023,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38700.00,80636.0,39904.0,97.96720023568692,12738950.0,8.5,0.05,-72.2,-99.93079584775086,0.0,439975.0,0.0,0.0,89125.0,0.05,39172.65,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38700.00,4755.0,2869.0,152.12089077412514,2778694.0,0.0,434.0,13.350000000000025,3.1736598121954174,59800.0,10925.0,350.0,434.0,100.0,434.75,39172.65,2023-03-16 15:29:03
173,38800,16-Mar-2023,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38800.00,100968.0,43670.0,76.21557471464972,14319804.0,6.93,0.05,-94.3,-99.94700582935876,0.0,432400.0,0.0,0.0,38850.0,0.05,39172.65,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38800.00,13381.0,7720.0,136.3716657834305,5390281.0,0.0,334.2,-10.300000000000011,-2.989840348330918,157600.0,18350.0,250.0,333.5,75.0,334.35,39172.65,2023-03-16 15:29:03
185,38900,16-Mar-2023,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38900.00,111824.0,72346.0,183.2564972896297,14394125.0,5.56,0.05,-123.4,-99.95949777237747,0.0,585600.0,0.0,0.0,135725.0,0.05,39172.65,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38900.00,24482.0,11557.0,89.41586073500967,8011376.0,0.0,233.3,-41.05000000000001,-14.962638964825956,427350.0,29250.0,75.0,233.35,125.0,233.5,39172.65,2023-03-16 15:29:03
188,39000,16-Mar-2023,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39000.00,237378.0,129839.0,120.73666297808236,21327469.0,4.11,0.05,-160.64999999999998,-99.96888612321094,0.0,1405575.0,0.0,0.0,652100.0,0.05,39172.65,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39000.00,99356.0,47040.0,89.9151311262329,17956992.0,0.0,134.2,-79.5,-37.20168460458587,1140450.0,102325.0,1050.0,134.2,225.0,134.55,39172.65,2023-03-16 15:29:03
202,39100,16-Mar-2023,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39100.00,139516.0,107388.0,334.25049800796813,13249523.0,2.57,0.1,-196.15,-99.94904458598728,297600.0,918225.0,297600.0,0.05,369875.0,0.1,39172.65,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39100.00,103123.0,67639.0,190.61830684252052,18889557.0,0.0,34.05,-136.75,-80.06440281030444,2098700.0,362575.0,250.0,34.05,1400.0,34.2,39172.65,2023-03-16 15:29:03
209,39200,16-Mar-2023,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39200.00,77164.0,39025.0,102.32308136028738,8176606.0,7.33,65.9,-175.75,-72.72915373474032,473900.0,169150.0,25.0,65.8,1500.0,65.9,39172.65,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39200.00,228988.0,171135.0,295.81007035071644,19797451.0,0.25,0.05,-131.5,-99.96199163816038,1332275.0,1506800.0,1332275.0,0.05,671225.0,0.1,39172.65,2023-03-16 15:29:03
217,39300,16-Mar-2023,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39300.00,23151.0,-5070.0,-17.965344955883918,4033143.0,12.24,165.55,-136.84999999999997,-45.25462962962962,456750.0,42650.0,2000.0,165.55,75.0,165.75,39172.65,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39300.00,133523.0,45218.0,51.20661344204745,16274074.0,2.55,0.05,-93.75,-99.94669509594884,1135275.0,684700.0,1135275.0,0.05,213425.0,0.1,39172.65,2023-03-16 15:29:03
224,39400,16-Mar-2023,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39400.00,19339.0,-4608.0,-19.24249384056458,1702601.0,16.46,265.45,-110.2,-29.33581791561294,219950.0,24000.0,425.0,265.3,75.0,265.45,39172.65,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39400.00,95559.0,19205.0,25.15257877779815,12338357.0,4.29,0.05,-66.95,-99.92537313432835,785350.0,455000.0,785350.0,0.05,171975.0,0.1,39172.65,2023-03-16 15:29:03
230,39500,16-Mar-2023,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39500.00,41992.0,-9945.0,-19.148198779290293,1508727.0,20.1,365.8,-101.05,-21.645068008996468,64800.0,84100.0,25.0,365.1,25.0,365.65,39172.65,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39500.00,142787.0,-2154.0,-1.4861219392718417,14053957.0,5.99,0.05,-47.1,-99.89395546129374,604500.0,454975.0,604500.0,0.05,104950.0,0.1,39172.65,2023-03-16 15:29:03
