,strikePrice,expiryDate,PE.strikePrice,PE.expiryDate,PE.underlying,PE.identifier,PE.openInterest,PE.changeinOpenInterest,PE.pchangeinOpenInterest,PE.totalTradedVolume,PE.impliedVolatility,PE.lastPrice,PE.change,PE.pChange,PE.totalBuyQuantity,PE.totalSellQuantity,PE.bidQty,PE.bidprice,PE.askQty,PE.askPrice,PE.underlyingValue,CE.strikePrice,CE.expiryDate,CE.underlying,CE.identifier,CE.openInterest,CE.changeinOpenInterest,CE.pchangeinOpenInterest,CE.totalTradedVolume,CE.impliedVolatility,CE.lastPrice,CE.change,CE.pChange,CE.totalBuyQuantity,CE.totalSellQuantity,CE.bidQty,CE.bidprice,CE.askQty,CE.askPrice,CE.underlyingValue,current_time
157,38600,16-Mar-2023,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38600.00,162625.0,127986.0,369.4852622766246,5296578.0,16.24,54.25,-2.75,-4.824561403508771,4237175.0,633375.0,175.0,54.1,275.0,54.2,38779.9,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38600.00,14386.0,13220.0,1133.7907375643224,922671.0,12.55,224.4,-259.65,-53.64115277347381,1537450.0,51575.0,25.0,223.85,25.0,224.35,38779.9,2023-03-16 12:35:01
168,38700,16-Mar-2023,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38700.00,199294.0,158562.0,389.28115486595306,6763000.0,15.84,85.05,12.799999999999995,17.716262975778545,3682275.0,892250.0,75.0,84.85,175.0,85.05,38779.9,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38700.00,30147.0,28261.0,1498.4623541887593,1992071.0,12.63,155.8,-264.85,-62.962082491382375,1983425.0,112375.0,75.0,155.8,225.0,156.35,38779.9,2023-03-16 12:35:01
169,38800,16-Mar-2023,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38800.00,170393.0,113095.0,197.3803623163112,6841119.0,15.79,128.85,34.5,36.56597774244833,2873900.0,696525.0,150.0,128.85,450.0,129.15,38779.9,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38800.00,83525.0,77864.0,1375.4460342695636,3310749.0,12.94,99.4,-245.1,-71.14658925979681,2454450.0,263175.0,350.0,99.4,75.0,99.55,38779.9,2023-03-16 12:35:01
181,38900,16-Mar-2023,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38900.00,103535.0,64057.0,162.25999290744213,5787007.0,16.12,190.8,67.35000000000001,54.55650060753342,2506475.0,384550.0,25.0,190.25,250.0,190.65,38779.9,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38900.00,121244.0,108319.0,838.0580270793037,4277133.0,13.1,60.5,-213.85,-77.94787679970841,2933725.0,323175.0,100.0,60.55,375.0,60.75,38779.9,2023-03-16 12:35:01
184,39000,16-Mar-2023,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39000.00,128196.0,20657.0,19.208845163150112,7410125.0,16.83,264.15,103.45,64.37461107654013,2863625.0,409900.0,50.0,263.4,175.0,264.05,38779.9,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39000.00,234902.0,182586.0,349.006040217142,8319098.0,13.48,35.55,-178.14999999999998,-83.3645297145531,4587650.0,823550.0,125.0,35.55,325.0,35.65,38779.9,2023-03-16 12:35:01
198,39100,16-Mar-2023,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39100.00,44157.0,12029.0,37.44086155378486,3228598.0,18.0,349.25,153.0,77.96178343949045,1804350.0,121650.0,25.0,349.35,300.0,350.0,38779.9,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39100.00,140306.0,104822.0,295.40638034043513,5831419.0,13.95,20.5,-150.3,-87.9976580796253,3309525.0,456900.0,50.0,20.55,1225.0,20.65,38779.9,2023-03-16 12:35:01
205,39200,16-Mar-2023,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39200.00,49523.0,11384.0,29.84871129290228,2377053.0,19.56,440.65,199.0,82.3505069315125,1229975.0,109825.0,25.0,440.55,475.0,441.6,38779.9,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39200.00,163166.0,105313.0,182.03550377681364,6735884.0,14.73,12.75,-118.8,-90.3078677309008,3831075.0,679300.0,1050.0,12.7,925.0,12.75,38779.9,2023-03-16 12:35:01
213,39300,16-Mar-2023,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39300.00,29492.0,1271.0,4.503738350873463,1076503.0,22.05,535.85,233.45000000000005,77.19907407407409,1316350.0,53800.0,50.0,537.25,300.0,538.4,38779.9,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39300.00,137293.0,48988.0,55.47590736651379,6102335.0,15.65,8.3,-85.5,-91.15138592750532,4429375.0,503925.0,2850.0,8.25,1025.0,8.3,38779.9,2023-03-16 12:35:01
220,39400,16-Mar-2023,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39400.00,20440.0,-3507.0,-14.644840689856768,486963.0,23.84,635.0,259.35,69.04033009450286,707325.0,32700.0,325.0,632.55,375.0,634.3,38779.9,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39400.00,124771.0,48417.0,63.41121617727951,4756930.0,16.76,5.75,-61.25,-91.4179104477612,5682000.0,486775.0,20950.0,5.75,1525.0,5.8,38779.9,2023-03-16 12:35:01
226,39500,16-Mar-2023,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39500.00,42236.0,-9701.0,-18.678398829350943,602700.0,26.58,733.6,266.75,57.1382671093499,379825.0,44675.0,75.0,732.55,300.0,734.35,38779.9,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39500.00,221670.0,76729.0,52.93809205124844,6264862.0,17.94,4.45,-42.7,-90.56203605514315,7779325.0,960600.0,2250.0,4.4,17625.0,4.45,38779.9,2023-03-16 12:35:01
233,39600,16-Mar-2023,39600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39600.00,13641.0,-7019.0,-33.97386253630204,129055.0,27.63,834.0,286.65,52.370512469169626,295300.0,17525.0,25.0,830.4,375.0,832.65,38779.9,39600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39600.00,110600.0,14278.0,14.82319719274932,3419471.0,19.18,3.4,-30.450000000000003,-89.95568685376662,3423650.0,439900.0,15375.0,3.4,4825.0,3.45,38779.9,2023-03-16 12:35:01
240,39700,16-Mar-2023,39700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39700.00,7959.0,-3800.0,-32.3156731014542,66345.0,30.24,927.95,280.45000000000005,43.31274131274132,194000.0,14650.0,25.0,930.65,325.0,932.85,38779.9,39700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39700.00,103650.0,6803.0,7.024481914772786,2762904.0,20.72,2.95,-22.25,-88.29365079365078,2551650.0,384750.0,18025.0,2.9,2825.0,2.95,38779.9,2023-03-16 12:35:01
248,39800,16-Mar-2023,39800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39800.00,9341.0,-3894.0,-29.42198715527012,30203.0,32.79,1027.55,278.65,37.2079049272266,107600.0,13975.0,25.0,1029.3,125.0,1032.4,38779.9,39800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39800.00,107971.0,11205.0,11.57948039600686,2250989.0,22.16,2.55,-16.8,-86.82170542635659,2796975.0,370975.0,12300.0,2.55,7800.0,2.6,38779.9,2023-03-16 12:35:01
251,39900,16-Mar-2023,39900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39900.00,10856.0,-1146.0,-9.548408598566905,18647.0,34.48,1126.9,277.70000000000005,32.701365991521435,124875.0,9575.0,50.0,1128.65,75.0,1132.35,38779.9,39900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39900.00,80656.0,11111.0,15.976705730102813,1600194.0,23.66,2.25,-13.35,-85.57692307692307,1803375.0,251400.0,22125.0,2.2,3200.0,2.25,38779.9,2023-03-16 12:35:01
