,strikePrice,expiryDate,PE.strikePrice,PE.expiryDate,PE.underlying,PE.identifier,PE.openInterest,PE.changeinOpenInterest,PE.pchangeinOpenInterest,PE.totalTradedVolume,PE.impliedVolatility,PE.lastPrice,PE.change,PE.pChange,PE.totalBuyQuantity,PE.totalSellQuantity,PE.bidQty,PE.bidprice,PE.askQty,PE.askPrice,PE.underlyingValue,CE.strikePrice,CE.expiryDate,CE.underlying,CE.identifier,CE.openInterest,CE.changeinOpenInterest,CE.pchangeinOpenInterest,CE.totalTradedVolume,CE.impliedVolatility,CE.lastPrice,CE.change,CE.pChange,CE.totalBuyQuantity,CE.totalSellQuantity,CE.bidQty,CE.bidprice,CE.askQty,CE.askPrice,CE.underlyingValue,current_time
156,38600,16-Mar-2023,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38600.00,146322.0,111683.0,322.4198158145443,4774147.0,17.78,41.8,-15.200000000000005,-26.66666666666667,4119275.0,642075.0,375.0,41.6,550.0,41.8,38811.3,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38600.00,11388.0,10222.0,876.672384219554,854628.0,15.09,284.0,-200.05,-41.32837516785457,1502950.0,44500.0,50.0,283.3,25.0,284.35,38811.3,2023-03-16 12:18:02
167,38700,16-Mar-2023,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38700.00,193073.0,152341.0,374.0081508396347,6036806.0,17.03,64.4,-7.849999999999994,-10.865051903114178,3596750.0,878950.0,75.0,64.4,525.0,64.65,38811.3,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38700.00,18622.0,16736.0,887.3806998939555,1824204.0,14.42,206.8,-213.85,-50.83798882681564,1836825.0,82375.0,100.0,206.3,50.0,207.2,38811.3,2023-03-16 12:18:02
168,38800,16-Mar-2023,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38800.00,164479.0,107181.0,187.0588851268805,6093045.0,16.57,99.2,4.8500000000000085,5.140434552199268,2840150.0,775425.0,100.0,98.8,200.0,99.05,38811.3,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38800.00,46119.0,40458.0,714.6793852676205,2896995.0,14.61,141.15,-203.35,-59.02757619738752,2483850.0,139900.0,325.0,141.0,125.0,141.5,38811.3,2023-03-16 12:18:02
180,38900,16-Mar-2023,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38900.00,131282.0,91804.0,232.54470844521,5355994.0,16.14,147.0,23.55,19.07654921020656,2609950.0,471575.0,575.0,147.0,200.0,147.35,38811.3,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38900.00,87287.0,74362.0,575.3346228239845,3835620.0,14.22,90.25,-184.1,-67.10406415163112,2915500.0,232550.0,200.0,90.25,150.0,90.65,38811.3,2023-03-16 12:18:02
183,39000,16-Mar-2023,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39000.00,156711.0,49172.0,45.72480681427203,7003173.0,16.36,210.95,50.25,31.26944617299316,2931450.0,544825.0,175.0,210.3,275.0,211.0,38811.3,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39000.00,197695.0,145379.0,277.88630629253004,7669178.0,14.39,55.25,-158.45,-74.14599906410857,4435625.0,665350.0,200.0,55.2,300.0,55.4,38811.3,2023-03-16 12:18:02
197,39100,16-Mar-2023,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39100.00,52623.0,20495.0,63.79170816733068,3099304.0,16.5,287.15,90.89999999999998,46.31847133757961,1839375.0,141325.0,50.0,287.3,75.0,287.95,38811.3,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39100.00,130953.0,95469.0,269.04802164355766,5443318.0,14.26,32.25,-138.55,-81.11826697892272,3318050.0,405150.0,25.0,32.05,100.0,32.15,38811.3,2023-03-16 12:18:02
204,39200,16-Mar-2023,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39200.00,55116.0,16977.0,44.51349012821521,2298320.0,17.58,373.95,132.29999999999998,54.748603351955296,920450.0,112625.0,25.0,373.75,25.0,374.7,38811.3,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39200.00,176196.0,118343.0,204.5581041605448,6291718.0,14.63,19.35,-112.20000000000002,-85.29076396807298,3836100.0,624900.0,125.0,19.3,75.0,19.4,38811.3,2023-03-16 12:18:02
212,39300,16-Mar-2023,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39300.00,31061.0,2840.0,10.063427943729849,1043541.0,18.48,466.5,164.10000000000002,54.26587301587303,1332700.0,59550.0,25.0,466.7,75.0,468.15,38811.3,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39300.00,152069.0,63764.0,72.20882169752562,5734880.0,15.2,12.35,-81.45,-86.83368869936035,4411975.0,497975.0,2900.0,12.3,275.0,12.35,38811.3,2023-03-16 12:18:02
219,39400,16-Mar-2023,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39400.00,21257.0,-2690.0,-11.233139850503196,474711.0,20.81,562.15,186.5,49.64727805137761,713625.0,30200.0,50.0,562.1,75.0,563.65,38811.3,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39400.00,121377.0,45023.0,58.96613144039605,4528524.0,16.0,8.35,-58.65,-87.53731343283582,5661350.0,490300.0,5950.0,8.3,7700.0,8.4,38811.3,2023-03-16 12:18:02
225,39500,16-Mar-2023,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39500.00,40407.0,-11530.0,-22.199973044265167,572407.0,21.8,660.05,193.2,41.38374210131733,393750.0,41225.0,300.0,660.1,300.0,661.4,38811.3,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39500.00,228536.0,83595.0,57.67519197466555,5999225.0,17.16,5.95,-41.2,-87.38069989395547,7867450.0,974725.0,16175.0,5.9,550.0,5.95,38811.3,2023-03-16 12:18:02
232,39600,16-Mar-2023,39600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39600.00,13841.0,-6819.0,-33.005808325266216,125864.0,25.16,758.75,211.4,38.622453640266734,300825.0,20900.0,300.0,758.8,25.0,760.8,38811.3,39600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39600.00,115526.0,19204.0,19.93729366084592,3267399.0,18.22,4.45,-29.4,-86.85376661742984,3525575.0,469725.0,12675.0,4.4,6400.0,4.45,38811.3,2023-03-16 12:18:02
239,39700,16-Mar-2023,39700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39700.00,7973.0,-3786.0,-32.196615358448845,63783.0,24.22,856.8,209.29999999999995,32.32432432432432,192750.0,12000.0,300.0,857.8,50.0,860.05,38811.3,39700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39700.00,106966.0,10119.0,10.448439290840192,2665926.0,19.43,3.55,-21.65,-85.9126984126984,2689325.0,418500.0,9825.0,3.55,10175.0,3.6,38811.3,2023-03-16 12:18:02
247,39800,16-Mar-2023,39800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39800.00,9533.0,-3702.0,-27.97128825085002,29388.0,26.49,960.0,211.1,28.188009079983978,111250.0,12775.0,75.0,956.45,25.0,959.65,38811.3,39800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39800.00,113856.0,17090.0,17.661161978380836,2166048.0,20.77,2.95,-16.400000000000002,-84.75452196382429,2819050.0,389975.0,13225.0,2.9,13700.0,2.95,38811.3,2023-03-16 12:18:02
