,strikePrice,expiryDate,PE.strikePrice,PE.expiryDate,PE.underlying,PE.identifier,PE.openInterest,PE.changeinOpenInterest,PE.pchangeinOpenInterest,PE.totalTradedVolume,PE.impliedVolatility,PE.lastPrice,PE.change,PE.pChange,PE.totalBuyQuantity,PE.totalSellQuantity,PE.bidQty,PE.bidprice,PE.askQty,PE.askPrice,PE.underlyingValue,CE.strikePrice,CE.expiryDate,CE.underlying,CE.identifier,CE.openInterest,CE.changeinOpenInterest,CE.pchangeinOpenInterest,CE.totalTradedVolume,CE.impliedVolatility,CE.lastPrice,CE.change,CE.pChange,CE.totalBuyQuantity,CE.totalSellQuantity,CE.bidQty,CE.bidprice,CE.askQty,CE.askPrice,CE.underlyingValue,current_time
159,38600,16-Mar-2023,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38600.00,135487.0,100848.0,291.1400444585583,3626865.0,21.01,27.6,-29.4,-51.57894736842105,4063475.0,572350.0,50.0,27.45,1575.0,27.6,39072.9,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38600.00,8856.0,7690.0,659.5197255574614,773266.0,23.19,515.35,31.30000000000001,6.466274145232933,1544175.0,37225.0,25.0,514.25,50.0,515.5,39072.9,2023-03-16 11:23:05
162,38700,16-Mar-2023,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38700.00,172406.0,131674.0,323.2691741137189,4481386.0,19.75,38.5,-33.75,-46.71280276816609,3545675.0,872200.0,350.0,38.35,800.0,38.45,39063.5,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38700.00,13950.0,12064.0,639.6606574761399,1666829.0,22.09,427.25,6.600000000000023,1.5690003565909956,1909575.0,40825.0,50.0,425.85,25.0,427.15,39063.5,2023-03-16 11:23:05
173,38800,16-Mar-2023,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38800.00,161095.0,103797.0,181.1529198226814,4337099.0,18.83,53.1,-41.24999999999999,-43.72019077901431,2598075.0,712300.0,75.0,53.05,200.0,53.15,39063.5,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38800.00,24535.0,18874.0,333.40399222752166,2511611.0,20.92,341.3,-3.1999999999999886,-0.9288824383163972,2274500.0,76550.0,50.0,340.6,25.0,341.5,39072.9,2023-03-16 11:23:05
174,38900,16-Mar-2023,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38900.00,128569.0,89091.0,225.67252647043924,3552270.0,17.85,75.75,-47.7,-38.63912515188336,2398975.0,481350.0,200.0,75.75,700.0,76.0,39063.5,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38900.00,32923.0,19998.0,154.72340425531914,3065846.0,19.37,264.8,-9.550000000000011,-3.480954984508843,2756700.0,71400.0,75.0,263.65,50.0,264.4,39063.5,2023-03-16 11:23:05
186,39000,16-Mar-2023,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39000.00,197940.0,90401.0,84.06345604850334,4675797.0,17.49,105.7,-54.99999999999999,-34.2252644679527,2893800.0,753150.0,50.0,105.6,25.0,105.85,39072.9,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39000.00,98743.0,46427.0,88.74340545913296,5937459.0,18.84,193.8,-19.899999999999977,-9.312119794103872,4227750.0,299100.0,100.0,193.95,225.0,194.65,39063.5,2023-03-16 11:23:05
196,39100,16-Mar-2023,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39100.00,92314.0,60186.0,187.33192231075697,2005467.0,16.76,147.7,-48.55000000000001,-24.73885350318472,1895175.0,282575.0,100.0,147.25,25.0,147.5,39072.9,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39100.00,80369.0,44885.0,126.49363093225116,3916830.0,18.06,137.0,-33.80000000000001,-19.78922716627635,3296650.0,256375.0,25.0,136.45,25.0,136.8,39072.9,2023-03-16 11:23:05
203,39200,16-Mar-2023,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39200.00,85553.0,47414.0,124.31893861926112,1517458.0,16.37,202.15,-39.5,-16.345954893440926,971100.0,218925.0,25.0,201.75,75.0,202.05,39072.9,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39200.00,129033.0,71180.0,123.03597047689834,4476135.0,17.7,90.8,-40.750000000000014,-30.976814899277848,3758675.0,466400.0,50.0,90.8,150.0,91.0,39072.9,2023-03-16 11:23:05
210,39300,16-Mar-2023,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39300.00,42444.0,14223.0,50.39863931115127,694340.0,15.61,270.65,-31.75,-10.499338624338623,1303400.0,105925.0,75.0,270.6,75.0,271.35,39063.5,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39300.00,150754.0,62449.0,70.7196647981428,4036211.0,17.05,58.3,-35.5,-37.84648187633263,4373175.0,411400.0,25.0,58.1,1000.0,58.3,39063.5,2023-03-16 11:23:05
218,39400,16-Mar-2023,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39400.00,24916.0,969.0,4.046435879233307,311199.0,15.61,345.25,-30.399999999999977,-8.092639424996667,747150.0,50150.0,25.0,345.15,100.0,346.15,39063.5,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39400.00,119889.0,43535.0,57.01731408963512,3239239.0,17.24,36.25,-30.75,-45.8955223880597,5502800.0,423575.0,425.0,36.1,425.0,36.25,39063.5,2023-03-16 11:23:05
225,39500,16-Mar-2023,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39500.00,40333.0,-11604.0,-22.34245335695169,398471.0,15.7,435.55,-31.30000000000001,-6.704508942915285,388675.0,75175.0,300.0,434.7,50.0,435.45,39072.9,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39500.00,214967.0,70026.0,48.31345168033889,4433411.0,17.48,23.6,-23.55,-49.94697773064687,8020125.0,796700.0,1725.0,23.4,1200.0,23.55,39063.5,2023-03-16 11:23:05
