,strikePrice,expiryDate,PE.strikePrice,PE.expiryDate,PE.underlying,PE.identifier,PE.openInterest,PE.changeinOpenInterest,PE.pchangeinOpenInterest,PE.totalTradedVolume,PE.impliedVolatility,PE.lastPrice,PE.change,PE.pChange,PE.totalBuyQuantity,PE.totalSellQuantity,PE.bidQty,PE.bidprice,PE.askQty,PE.askPrice,PE.underlyingValue,CE.strikePrice,CE.expiryDate,CE.underlying,CE.identifier,CE.openInterest,CE.changeinOpenInterest,CE.pchangeinOpenInterest,CE.totalTradedVolume,CE.impliedVolatility,CE.lastPrice,CE.change,CE.pChange,CE.totalBuyQuantity,CE.totalSellQuantity,CE.bidQty,CE.bidprice,CE.askQty,CE.askPrice,CE.underlyingValue,current_time
159,38600,16-Mar-2023,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38600.00,138432.0,103793.0,299.6420219983256,3000518.0,20.9,24.85,-32.15,-56.40350877192982,3949650.0,708550.0,150.0,24.7,25.0,24.8,39005.5,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38600.00,11885.0,10719.0,919.2967409948542,736058.0,20.8,549.05,64.99999999999994,13.428364838343136,1813825.0,30625.0,50.0,549.2,25.0,551.15,39005.5,2023-03-16 10:56:01
162,38700,16-Mar-2023,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38700.00,173733.0,133001.0,326.5270548954139,3697632.0,19.85,33.95,-38.3,-53.01038062283736,3525075.0,946200.0,75.0,33.95,75.0,34.15,39005.5,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38700.00,25780.0,23894.0,1266.914103923648,1583589.0,19.01,465.3,44.650000000000034,10.614525139664812,2112450.0,32450.0,25.0,464.55,25.0,466.15,39005.5,2023-03-16 10:56:01
173,38800,16-Mar-2023,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38800.00,144331.0,87033.0,151.89535411358162,3478101.0,19.44,61.5,-32.849999999999994,-34.81717011128775,2613125.0,768000.0,175.0,61.3,200.0,61.5,39005.5,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38800.00,47481.0,41820.0,738.7387387387388,2339235.0,19.22,371.6,27.100000000000023,7.866473149492024,2473275.0,76550.0,75.0,372.2,50.0,373.55,39005.5,2023-03-16 10:56:01
174,38900,16-Mar-2023,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38900.00,118588.0,79110.0,200.3900906834186,2781044.0,18.67,67.35,-56.10000000000001,-45.44349939246659,2298225.0,552575.0,25.0,67.15,150.0,67.45,39005.5,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38900.00,79381.0,66456.0,514.1663442940039,2761052.0,18.05,298.75,24.399999999999977,8.893748860944042,2839925.0,124775.0,100.0,297.15,50.0,298.55,39005.5,2023-03-16 10:56:01
186,39000,16-Mar-2023,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39000.00,157204.0,49665.0,46.18324514827179,3311581.0,18.6,121.8,-38.89999999999999,-24.20659614187928,2285500.0,684900.0,150.0,121.85,25.0,122.2,39005.5,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39000.00,178358.0,126042.0,240.92438259805795,5022559.0,18.2,178.1,-35.599999999999994,-16.65886757136172,4389950.0,463300.0,125.0,178.25,50.0,178.65,39005.5,2023-03-16 10:56:01
196,39100,16-Mar-2023,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39100.00,46608.0,14480.0,45.069721115537845,1162136.0,18.08,169.5,-26.75,-13.630573248407645,1737175.0,211800.0,125.0,169.7,25.0,170.15,39005.5,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39100.00,103626.0,68142.0,192.035847142374,2956788.0,17.68,127.05,-43.750000000000014,-25.614754098360663,3264000.0,280025.0,200.0,126.8,50.0,127.15,39005.5,2023-03-16 10:56:01
203,39200,16-Mar-2023,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39200.00,51006.0,12867.0,33.737119483992764,788677.0,18.8,186.15,-55.5,-22.967101179391683,625675.0,126075.0,150.0,185.55,75.0,186.2,39005.5,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39200.00,135607.0,77754.0,134.3992532798645,3134195.0,18.01,110.7,-20.85000000000001,-15.849486887115171,3689200.0,338750.0,125.0,110.45,25.0,110.75,39005.5,2023-03-16 10:56:01
210,39300,16-Mar-2023,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39300.00,28412.0,191.0,0.6768009638212679,387138.0,18.35,247.35,-55.04999999999998,-18.20436507936508,1168350.0,65450.0,50.0,247.55,50.0,248.4,39005.5,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39300.00,138852.0,50547.0,57.241379310344826,2705695.0,17.95,75.7,-18.099999999999994,-19.29637526652452,4233900.0,328275.0,175.0,75.7,150.0,76.05,39005.5,2023-03-16 10:56:01
218,39400,16-Mar-2023,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39400.00,22464.0,-1483.0,-6.192842527247672,176262.0,19.07,379.6,3.9500000000000455,1.051510714761093,499825.0,40525.0,50.0,378.85,50.0,379.85,39005.5,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39400.00,120149.0,43795.0,57.35783325038636,2204349.0,18.51,47.95,-19.05,-28.43283582089552,5272475.0,305100.0,50.0,47.7,575.0,47.9,39005.5,2023-03-16 10:56:01
225,39500,16-Mar-2023,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39500.00,38212.0,-13725.0,-26.42624718408841,240097.0,19.03,401.7,-65.15000000000003,-13.95523187319268,150775.0,57900.0,25.0,404.3,50.0,405.55,39005.5,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39500.00,217354.0,72413.0,49.96032868546512,3084341.0,19.0,32.0,-15.15,-32.13149522799576,7911750.0,630225.0,1200.0,32.05,300.0,32.25,39005.5,2023-03-16 10:56:01
231,39600,16-Mar-2023,39600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39600.00,14847.0,-5813.0,-28.13649564375605,49970.0,22.02,491.65,-55.700000000000045,-10.17630401023112,154675.0,30050.0,25.0,489.6,50.0,490.8,39005.5,39600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39600.00,121096.0,24774.0,25.71998089740661,1615019.0,19.85,20.0,-13.85,-40.915805022156576,3038425.0,358275.0,625.0,19.85,1600.0,20.0,39005.5,2023-03-16 10:56:01
239,39700,16-Mar-2023,39700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39700.00,8556.0,-3203.0,-27.238710774725742,24517.0,21.34,582.0,-65.5,-10.115830115830116,44650.0,15725.0,25.0,586.05,25.0,588.0,39005.5,39700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39700.00,112306.0,15459.0,15.962291036376966,1483483.0,20.6,13.45,-11.75,-46.62698412698413,2204900.0,306450.0,75.0,13.45,125.0,13.5,39005.5,2023-03-16 10:56:01
243,39800,16-Mar-2023,39800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39800.00,10512.0,-2723.0,-20.574234982999624,14676.0,19.24,746.55,-2.3500000000000227,-0.3137935638937138,109000.0,18300.0,200.0,749.5,50.0,751.35,39005.5,39800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39800.00,111329.0,14563.0,15.049707541905214,1282097.0,21.68,7.15,-12.2,-63.04909560723514,2702775.0,325925.0,2275.0,7.1,200.0,7.15,39005.5,2023-03-16 10:56:01
252,39900,16-Mar-2023,39900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39900.00,11234.0,-768.0,-6.398933511081486,12335.0,21.87,777.8,-71.40000000000009,-8.407913330193132,121425.0,15925.0,50.0,777.95,25.0,781.15,39005.5,39900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39900.00,76904.0,7359.0,10.581637788482276,959170.0,22.92,6.5,-9.1,-58.333333333333336,1727850.0,188625.0,650.0,6.5,1300.0,6.55,39005.5,2023-03-16 10:56:01
