,strikePrice,expiryDate,PE.strikePrice,PE.expiryDate,PE.underlying,PE.identifier,PE.openInterest,PE.changeinOpenInterest,PE.pchangeinOpenInterest,PE.totalTradedVolume,PE.impliedVolatility,PE.lastPrice,PE.change,PE.pChange,PE.totalBuyQuantity,PE.totalSellQuantity,PE.bidQty,PE.bidprice,PE.askQty,PE.askPrice,PE.underlyingValue,CE.strikePrice,CE.expiryDate,CE.underlying,CE.identifier,CE.openInterest,CE.changeinOpenInterest,CE.pchangeinOpenInterest,CE.totalTradedVolume,CE.impliedVolatility,CE.lastPrice,CE.change,CE.pChange,CE.totalBuyQuantity,CE.totalSellQuantity,CE.bidQty,CE.bidprice,CE.askQty,CE.askPrice,CE.underlyingValue,current_time
156,38600,16-Mar-2023,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38600.00,139443.0,104804.0,302.5606974797194,3915954.0,21.47,31.3,-25.7,-45.08771929824562,4117075.0,635625.0,500.0,31.2,850.0,31.35,39026.5,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38600.00,8599.0,7433.0,637.4785591766724,787717.0,15.66,452.3,-31.75,-6.559239747959921,1491000.0,35500.0,100.0,452.25,75.0,453.6,39026.5,2023-03-16 11:40:02
167,38700,16-Mar-2023,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38700.00,184106.0,143374.0,351.9935186094471,4858479.0,20.43,43.7,-28.55,-39.51557093425605,3651050.0,923075.0,50.0,43.7,25.0,43.8,39026.5,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38700.00,14217.0,12331.0,653.8176033934252,1692628.0,16.4,367.0,-53.64999999999998,-12.754071080470696,1908000.0,45000.0,25.0,366.3,50.0,367.3,39026.5,2023-03-16 11:40:02
168,38800,16-Mar-2023,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38800.00,166780.0,109482.0,191.07473210234213,4709705.0,19.67,61.55,-32.8,-34.76417594064653,2739600.0,740800.0,125.0,61.55,200.0,61.75,39026.5,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38800.00,23568.0,17907.0,316.32220455749865,2573890.0,16.45,282.0,-62.5,-18.1422351233672,2278450.0,70400.0,75.0,283.2,75.0,283.95,39026.5,2023-03-16 11:40:02
180,38900,16-Mar-2023,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38900.00,137005.0,97527.0,247.0413901413445,3982855.0,18.89,87.4,-36.05,-29.20210611583637,2791650.0,495750.0,175.0,87.45,75.0,87.65,39026.5,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38900.00,32217.0,19292.0,149.26112185686654,3171204.0,16.32,209.25,-65.10000000000002,-23.72881355932204,2739050.0,88500.0,50.0,209.15,25.0,209.65,39026.5,2023-03-16 11:40:02
183,39000,16-Mar-2023,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39000.00,214950.0,107411.0,99.8809734142962,5377920.0,18.38,124.55,-36.14999999999999,-22.49533291848164,3094950.0,802050.0,275.0,124.3,25.0,124.55,39026.5,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39000.00,111223.0,58907.0,112.59844024772536,6303386.0,16.18,146.0,-67.69999999999999,-31.67992512868507,4233200.0,377200.0,200.0,145.7,125.0,146.1,39026.5,2023-03-16 11:40:02
197,39100,16-Mar-2023,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39100.00,105332.0,73204.0,227.8510956175299,2423243.0,18.06,174.25,-22.0,-11.210191082802549,1938950.0,278400.0,25.0,174.1,75.0,174.5,39026.5,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39100.00,93298.0,57814.0,162.9297711644685,4337335.0,15.82,95.4,-75.4,-44.14519906323185,3292000.0,306400.0,25.0,95.35,150.0,95.65,39026.5,2023-03-16 11:40:02
204,39200,16-Mar-2023,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39200.00,87226.0,49087.0,128.70552452869765,1858105.0,18.03,235.65,-6.0,-2.482929857231533,1026025.0,200250.0,75.0,235.7,175.0,236.6,39026.5,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39200.00,137512.0,79659.0,137.69208165522963,5047203.0,15.8,58.35,-73.20000000000002,-55.64424173318131,3782975.0,565200.0,75.0,58.45,125.0,58.6,39026.5,2023-03-16 11:40:02
212,39300,16-Mar-2023,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39300.00,44899.0,16678.0,59.09783494560788,847638.0,18.24,312.9,10.5,3.4722222222222223,1385300.0,90575.0,25.0,312.5,125.0,313.0,39026.5,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39300.00,176859.0,88554.0,100.281977237982,4612988.0,15.77,34.8,-59.0,-62.89978678038379,4360625.0,505450.0,575.0,34.85,425.0,35.05,39026.5,2023-03-16 11:40:02
219,39400,16-Mar-2023,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39400.00,24658.0,711.0,2.969056666805863,401529.0,18.87,398.05,22.40000000000004,5.962997471050189,740225.0,37400.0,25.0,396.85,25.0,397.95,39026.5,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39400.00,135386.0,59032.0,77.3135657594887,3687215.0,15.97,20.6,-46.4,-69.25373134328358,5492075.0,459725.0,2050.0,20.6,725.0,20.7,39026.5,2023-03-16 11:40:02
225,39500,16-Mar-2023,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39500.00,40501.0,-11436.0,-22.018984538960662,476152.0,19.93,492.65,25.799999999999955,5.526400342722492,405050.0,63125.0,25.0,491.55,350.0,492.55,39026.5,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39500.00,225213.0,80272.0,55.38253496250199,4987566.0,16.41,13.3,-33.849999999999994,-71.79215270413573,7895075.0,951275.0,600.0,13.25,825.0,13.3,39026.5,2023-03-16 11:40:02
232,39600,16-Mar-2023,39600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39600.00,14766.0,-5894.0,-28.52855759922556,106059.0,21.3,586.4,39.04999999999996,7.134374714533653,306150.0,22450.0,300.0,585.0,25.0,586.5,39026.5,39600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39600.00,123050.0,26728.0,27.748593260106727,2685157.0,16.93,8.9,-24.950000000000003,-73.70753323485968,3377275.0,448100.0,2200.0,8.8,100.0,8.85,39026.5,2023-03-16 11:40:02
239,39700,16-Mar-2023,39700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39700.00,8735.0,-3024.0,-25.71647248915724,52784.0,21.08,685.1,37.60000000000002,5.80694980694981,193625.0,18525.0,25.0,685.25,25.0,686.75,39026.5,39700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39700.00,118434.0,21587.0,22.289797309157745,2235885.0,17.72,6.25,-18.95,-75.1984126984127,2643550.0,421425.0,3275.0,6.25,1325.0,6.3,39026.5,2023-03-16 11:40:02
247,39800,16-Mar-2023,39800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39800.00,9814.0,-3421.0,-25.84812995844352,25813.0,22.92,780.0,31.100000000000023,4.152757377486984,114350.0,18575.0,25.0,780.3,25.0,782.9,39026.5,39800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39800.00,124664.0,27898.0,28.83037430502449,1866772.0,18.47,4.4,-14.95,-77.2609819121447,2858050.0,427350.0,6000.0,4.4,725.0,4.45,39026.5,2023-03-16 11:40:02
250,39900,16-Mar-2023,39900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39900.00,11154.0,-848.0,-7.065489085152475,16648.0,23.67,877.65,28.44999999999993,3.350211964201593,124925.0,11075.0,125.0,880.8,25.0,883.55,39026.5,39900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39900.00,87062.0,17517.0,25.18800776475664,1362988.0,19.47,3.55,-12.05,-77.24358974358975,1891600.0,241525.0,3400.0,3.5,6475.0,3.55,39026.5,2023-03-16 11:40:02
