,strikePrice,expiryDate,PE.strikePrice,PE.expiryDate,PE.underlying,PE.identifier,PE.openInterest,PE.changeinOpenInterest,PE.pchangeinOpenInterest,PE.totalTradedVolume,PE.impliedVolatility,PE.lastPrice,PE.change,PE.pChange,PE.totalBuyQuantity,PE.totalSellQuantity,PE.bidQty,PE.bidprice,PE.askQty,PE.askPrice,PE.underlyingValue,CE.strikePrice,CE.expiryDate,CE.underlying,CE.identifier,CE.openInterest,CE.changeinOpenInterest,CE.pchangeinOpenInterest,CE.totalTradedVolume,CE.impliedVolatility,CE.lastPrice,CE.change,CE.pChange,CE.totalBuyQuantity,CE.totalSellQuantity,CE.bidQty,CE.bidprice,CE.askQty,CE.askPrice,CE.underlyingValue,current_time
0,39100,16-Mar-2023,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39100.00,69590.0,41363.0,146.5370035781344,2307628.0,23.88,113.8,-20.60000000000001,-15.32738095238096,476700.0,258350.0,75.0,113.55,200.0,113.7,39267.4,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39100.00,11869.0,6896.0,138.66881158254574,192314.0,25.95,312.45,-227.55,-42.13888888888889,85050.0,59425.0,25.0,311.55,100.0,312.4,39267.4,2023-03-15 14:29:07
1,39200,16-Mar-2023,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39200.00,97242.0,56207.0,136.97331546241014,3074207.0,23.37,149.4,-13.449999999999989,-8.259134172551422,675550.0,406525.0,75.0,149.3,150.0,149.5,39267.4,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39200.00,34539.0,24786.0,254.13718855736693,586440.0,25.53,246.55,-222.65,-47.45311167945439,170575.0,168225.0,100.0,246.0,225.0,246.6,39267.4,2023-03-15 14:29:07
2,39300,16-Mar-2023,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39300.00,101295.0,57805.0,132.91561278454816,3960523.0,23.04,194.05,-3.4499999999999886,-1.746835443037969,767475.0,457625.0,150.0,194.1,50.0,194.25,39267.4,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39300.00,68178.0,54581.0,401.4194307567846,1361872.0,24.87,191.7,-209.8,-52.25404732254047,279375.0,300950.0,275.0,191.5,25.0,191.9,39267.4,2023-03-15 14:29:07
3,39400,16-Mar-2023,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39400.00,67716.0,25568.0,60.66242763594951,4160752.0,22.79,248.0,10.800000000000011,4.553119730185502,619300.0,271675.0,125.0,247.75,225.0,248.0,39267.4,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39400.00,94709.0,65038.0,219.1971959152034,1910161.0,24.64,145.35,-192.45,-56.97158081705152,228500.0,389600.0,50.0,145.05,200.0,145.4,39267.4,2023-03-15 14:29:07
4,39500,16-Mar-2023,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39500.00,137559.0,30645.0,28.6632246478478,6370892.0,22.64,311.2,29.84999999999997,10.609561044961778,1080550.0,300675.0,75.0,311.0,75.0,311.3,39267.4,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39500.00,219544.0,117931.0,116.0589688327281,4040075.0,24.57,109.4,-175.79999999999998,-61.64095371669004,489675.0,860375.0,100.0,109.2,25.0,109.4,39267.4,2023-03-15 14:29:07
5,39600,16-Mar-2023,39600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39600.00,41300.0,16478.0,66.38465877044557,4262329.0,22.42,382.15,52.94999999999999,16.08444714459295,2118850.0,120575.0,125.0,382.05,225.0,382.9,39267.4,39600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39600.00,128065.0,83379.0,186.5886407375912,3366660.0,24.8,80.4,-156.5,-66.06162937948501,407825.0,630600.0,75.0,80.2,650.0,80.4,39267.4,2023-03-15 14:29:07
6,39700,16-Mar-2023,39700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39700.00,27040.0,5520.0,25.650557620817843,4118407.0,22.33,460.5,73.75,19.069166127989657,954300.0,76125.0,50.0,460.1,25.0,461.3,39267.4,39700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39700.00,139346.0,106603.0,325.5749320465443,3676880.0,24.86,59.4,-133.95,-69.27851047323507,314250.0,742750.0,50.0,59.25,625.0,59.4,39267.4,2023-03-15 14:29:07
7,39800,16-Mar-2023,39800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39800.00,23099.0,7666.0,49.6727791097,3148979.0,22.2,542.6,92.35000000000002,20.510827318156583,615600.0,70100.0,25.0,541.05,25.0,542.15,39267.4,39800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39800.00,147386.0,90882.0,160.84171032139318,3793079.0,25.17,43.8,-112.05,-71.89605389797883,352650.0,749650.0,525.0,43.75,50.0,43.9,39267.4,2023-03-15 14:29:07
8,39900,16-Mar-2023,39900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39900.00,16831.0,8373.0,98.9950342870655,1684089.0,21.91,633.6,115.25,22.23401176811035,367075.0,39375.0,50.0,632.8,25.0,634.2,39267.4,39900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39900.00,112758.0,82020.0,266.8358383759516,2783608.0,25.55,31.95,-93.7,-74.57222443294866,218925.0,504800.0,450.0,31.9,625.0,32.0,39267.4,2023-03-15 14:29:07
