,strikePrice,expiryDate,PE.strikePrice,PE.expiryDate,PE.underlying,PE.identifier,PE.openInterest,PE.changeinOpenInterest,PE.pchangeinOpenInterest,PE.totalTradedVolume,PE.impliedVolatility,PE.lastPrice,PE.change,PE.pChange,PE.totalBuyQuantity,PE.totalSellQuantity,PE.bidQty,PE.bidprice,PE.askQty,PE.askPrice,PE.underlyingValue,CE.strikePrice,CE.expiryDate,CE.underlying,CE.identifier,CE.openInterest,CE.changeinOpenInterest,CE.pchangeinOpenInterest,CE.totalTradedVolume,CE.impliedVolatility,CE.lastPrice,CE.change,CE.pChange,CE.totalBuyQuantity,CE.totalSellQuantity,CE.bidQty,CE.bidprice,CE.askQty,CE.askPrice,CE.underlyingValue,current_time
153,38600,16-Mar-2023,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38600.00,80468.0,45829.0,132.30462773174744,689486.0,21.76,94.0,37.0,64.91228070175438,3711200.0,227900.0,25.0,94.1,50.0,94.35,38788.95,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38600.00,7251.0,6085.0,521.869639794168,76016.0,20.93,276.2,-207.85,-42.93977894845574,714800.0,51750.0,25.0,276.05,50.0,276.75,38788.95,2023-03-16 09:39:04
156,38700,16-Mar-2023,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38700.00,96737.0,56005.0,137.4963173917313,796726.0,21.28,128.25,56.0,77.50865051903114,3783750.0,310450.0,50.0,128.25,200.0,128.6,38788.95,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38700.00,15741.0,13855.0,734.6235418875928,150648.0,20.18,209.7,-210.95,-50.14857957922263,1311925.0,83600.0,25.0,210.05,75.0,210.6,38788.95,2023-03-16 09:39:04
167,38800,16-Mar-2023,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38800.00,111373.0,54075.0,94.37502181577018,1021500.0,21.04,173.55,79.20000000000002,83.9427662957075,2585125.0,390600.0,75.0,173.15,275.0,173.65,38788.95,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38800.00,49595.0,43934.0,776.0819643172584,395415.0,20.23,154.75,-189.75,-55.07982583454282,1694650.0,201900.0,125.0,154.75,50.0,155.1,38788.95,2023-03-16 09:39:04
168,38900,16-Mar-2023,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38900.00,103864.0,64386.0,163.0933684583819,1044693.0,20.79,228.65,105.2,85.21668691778048,1930950.0,285450.0,25.0,228.5,325.0,229.05,38788.95,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38900.00,82269.0,69344.0,536.5106382978723,667160.0,19.92,111.0,-163.35000000000002,-59.54073264078732,1920500.0,232250.0,100.0,111.0,25.0,111.25,38788.95,2023-03-16 09:39:04
180,39000,16-Mar-2023,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39000.00,149897.0,42358.0,39.38850091594677,1382658.0,20.8,295.7,135.0,84.00746733042938,2064450.0,364425.0,75.0,295.3,75.0,295.95,38788.95,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39000.00,167629.0,115313.0,220.41631623212783,1275231.0,20.05,77.55,-136.14999999999998,-63.71080954609265,3644825.0,707525.0,25.0,77.75,400.0,78.0,38788.95,2023-03-16 09:39:04
190,39100,16-Mar-2023,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39100.00,42617.0,10489.0,32.64753486055777,501100.0,20.87,370.65,174.39999999999998,88.86624203821654,1105825.0,105125.0,25.0,370.2,50.0,371.05,38788.95,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39100.00,98141.0,62657.0,176.5781760793597,792063.0,20.09,53.15,-117.65,-68.88173302107728,2934375.0,255600.0,75.0,53.15,100.0,53.3,38788.95,2023-03-16 09:39:04
197,39200,16-Mar-2023,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39200.00,45365.0,7226.0,18.946485225097668,396040.0,21.39,453.85,212.2,87.81295261742189,626900.0,83825.0,25.0,453.85,25.0,454.8,38788.95,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39200.00,124632.0,66779.0,115.42875909633035,882349.0,20.46,36.55,-95.0,-72.21588749524895,3253875.0,462975.0,125.0,36.45,75.0,36.55,38788.95,2023-03-16 09:39:04
204,39300,16-Mar-2023,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39300.00,29782.0,1561.0,5.531341908507849,195359.0,21.76,542.3,239.9,79.33201058201058,1058000.0,43075.0,25.0,541.85,25.0,542.8,38788.95,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39300.00,130624.0,42319.0,47.92367363116471,801341.0,20.83,25.5,-68.3,-72.81449893390192,4009800.0,360775.0,575.0,25.45,600.0,25.5,38788.95,2023-03-16 09:39:04
212,39400,16-Mar-2023,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39400.00,25874.0,1927.0,8.046936985843738,92128.0,22.98,634.85,259.20000000000005,69.00039930786637,514500.0,33175.0,25.0,634.55,50.0,636.2,38788.95,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39400.00,110196.0,33842.0,44.32249783901302,683020.0,21.53,18.25,-48.75,-72.76119402985076,5232650.0,341100.0,1575.0,18.15,450.0,18.25,38788.95,2023-03-16 09:39:04
219,39500,16-Mar-2023,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39500.00,47564.0,-4373.0,-8.419816315921212,104744.0,23.85,731.85,265.0,56.76341437292491,205575.0,34525.0,25.0,730.1,50.0,731.95,38788.95,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39500.00,216859.0,71918.0,49.61881041251268,1033837.0,22.51,13.75,-33.4,-70.83775185577943,7477150.0,652425.0,4875.0,13.65,25.0,13.75,38788.95,2023-03-16 09:39:04
