,strikePrice,expiryDate,PE.strikePrice,PE.expiryDate,PE.underlying,PE.identifier,PE.openInterest,PE.changeinOpenInterest,PE.pchangeinOpenInterest,PE.totalTradedVolume,PE.impliedVolatility,PE.lastPrice,PE.change,PE.pChange,PE.totalBuyQuantity,PE.totalSellQuantity,PE.bidQty,PE.bidprice,PE.askQty,PE.askPrice,PE.underlyingValue,CE.strikePrice,CE.expiryDate,CE.underlying,CE.identifier,CE.openInterest,CE.changeinOpenInterest,CE.pchangeinOpenInterest,CE.totalTradedVolume,CE.impliedVolatility,CE.lastPrice,CE.change,CE.pChange,CE.totalBuyQuantity,CE.totalSellQuantity,CE.bidQty,CE.bidprice,CE.askQty,CE.askPrice,CE.underlyingValue,current_time
0,39100,16-Mar-2023,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39100.00,49919.0,21692.0,76.84840755305204,1147841.0,24.39,60.25,-74.15,-55.17113095238096,401500.0,151600.0,325.0,60.3,250.0,60.5,39495.85,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39100.00,4043.0,-930.0,-18.700985320731952,43543.0,30.82,498.75,-41.25,-7.638888888888889,45200.0,29900.0,125.0,497.6,50.0,498.4,39495.85,2023-03-15 12:39:02
1,39200,16-Mar-2023,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39200.00,72440.0,31405.0,76.53222858535396,1515609.0,23.51,79.15,-83.69999999999999,-51.3969910961007,601475.0,295050.0,100.0,79.2,175.0,79.45,39477.9,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39200.00,10316.0,563.0,5.772582795037424,135141.0,29.47,420.7,-48.5,-10.336743393009378,55075.0,58650.0,50.0,420.1,75.0,421.15,39495.85,2023-03-15 12:39:02
2,39300,16-Mar-2023,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39300.00,81067.0,37577.0,86.40377098183491,1771035.0,22.73,104.65,-92.85,-47.0126582278481,604225.0,381750.0,125.0,104.5,225.0,104.65,39495.85,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39300.00,21790.0,8193.0,60.25593881003162,307949.0,28.1,341.5,-60.0,-14.9439601494396,148625.0,103450.0,50.0,341.7,125.0,342.55,39495.85,2023-03-15 12:39:02
3,39400,16-Mar-2023,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39400.00,103919.0,61771.0,146.55736927019075,2203608.0,21.89,136.15,-101.04999999999998,-42.60118043844856,568550.0,323925.0,350.0,136.15,75.0,136.55,39495.85,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39400.00,41330.0,11659.0,39.29426038893195,675352.0,27.03,276.7,-61.10000000000002,-18.087625814091187,178375.0,195575.0,50.0,276.75,150.0,277.45,39495.85,2023-03-15 12:39:02
4,39500,16-Mar-2023,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39500.00,208469.0,101555.0,94.98756009502964,4177368.0,21.36,179.35,-102.00000000000004,-36.25377643504533,1151800.0,569875.0,100.0,179.0,275.0,179.45,39495.85,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39500.00,191656.0,90043.0,88.61366163778257,2288807.0,26.3,215.4,-69.79999999999998,-24.47405329593268,466975.0,646175.0,125.0,215.2,25.0,215.5,39495.85,2023-03-15 12:39:02
5,39600,16-Mar-2023,39600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39600.00,85484.0,60662.0,244.38804286520025,3204745.0,20.61,226.0,-103.2,-31.34872417982989,1465900.0,247625.0,100.0,226.15,75.0,226.6,39495.85,39600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39600.00,129082.0,84396.0,188.86452132659,2232976.0,25.71,168.1,-68.80000000000001,-29.04178978471929,438825.0,566675.0,50.0,168.1,25.0,168.4,39495.85,2023-03-15 12:39:02
6,39700,16-Mar-2023,39700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39700.00,58883.0,37363.0,173.61988847583643,3520437.0,19.85,289.3,-97.45,-25.19715578539108,1018875.0,193450.0,100.0,289.25,100.0,289.85,39495.85,39700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39700.00,136166.0,103423.0,315.86293253519835,2664832.0,25.4,126.15,-67.19999999999999,-34.755624515128005,357100.0,705100.0,50.0,126.15,50.0,126.45,39495.85,2023-03-15 12:39:02
7,39800,16-Mar-2023,39800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39800.00,39848.0,24415.0,158.19996112227045,2775287.0,18.9,353.5,-96.75,-21.48806218767352,654100.0,143950.0,25.0,353.1,25.0,353.95,39495.85,39800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39800.00,160295.0,103791.0,183.68788050403512,2788525.0,25.24,95.5,-60.35,-38.72313121591273,392450.0,741475.0,50.0,95.45,200.0,95.7,39495.85,2023-03-15 12:39:02
8,39900,16-Mar-2023,39900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39900.00,23312.0,14854.0,175.62071411681248,1535213.0,17.71,431.85,-86.5,-16.68756631619562,400900.0,69025.0,125.0,432.0,75.0,432.9,39495.85,39900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39900.00,115490.0,84752.0,275.7238597176134,2007065.0,25.24,70.1,-55.55000000000001,-44.21010744130522,281550.0,530575.0,50.0,69.9,250.0,70.05,39495.85,2023-03-15 12:39:02
