,strikePrice,expiryDate,PE.strikePrice,PE.expiryDate,PE.underlying,PE.identifier,PE.openInterest,PE.changeinOpenInterest,PE.pchangeinOpenInterest,PE.totalTradedVolume,PE.impliedVolatility,PE.lastPrice,PE.change,PE.pChange,PE.totalBuyQuantity,PE.totalSellQuantity,PE.bidQty,PE.bidprice,PE.askQty,PE.askPrice,PE.underlyingValue,CE.strikePrice,CE.expiryDate,CE.underlying,CE.identifier,CE.openInterest,CE.changeinOpenInterest,CE.pchangeinOpenInterest,CE.totalTradedVolume,CE.impliedVolatility,CE.lastPrice,CE.change,CE.pChange,CE.totalBuyQuantity,CE.totalSellQuantity,CE.bidQty,CE.bidprice,CE.askQty,CE.askPrice,CE.underlyingValue,current_time
159,38600,16-Mar-2023,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38600.00,140353.0,105714.0,305.18779410491067,3258080.0,21.33,17.95,-39.05,-68.50877192982455,3954850.0,637000.0,2375.0,17.9,1700.0,18.0,39136.7,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38600.00,10083.0,8917.0,764.7512864493997,753462.0,24.48,614.15,130.09999999999997,26.877388699514505,1548975.0,31325.0,25.0,610.9,50.0,612.6,39136.7,2023-03-16 11:06:02
162,38700,16-Mar-2023,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38700.00,172203.0,131471.0,322.7707944613572,4009001.0,20.14,24.3,-47.95,-66.36678200692042,3500725.0,856175.0,75.0,24.35,125.0,24.45,39136.7,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38700.00,18304.0,16418.0,870.5196182396606,1625809.0,22.66,519.45,98.80000000000008,23.48745988351363,1942000.0,36250.0,50.0,518.2,25.0,519.3,39136.7,2023-03-16 11:06:02
173,38800,16-Mar-2023,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38800.00,158089.0,100791.0,175.906663408845,3826245.0,19.28,34.1,-60.24999999999999,-63.85797562268151,2584325.0,756475.0,250.0,34.15,125.0,34.25,39136.7,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38800.00,33566.0,27905.0,492.9341105811694,2422562.0,21.46,427.6,83.10000000000002,24.121915820029034,2338925.0,83825.0,50.0,426.8,25.0,427.75,39136.7,2023-03-16 11:06:02
174,38900,16-Mar-2023,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38900.00,125618.0,86140.0,218.1974770758397,3059128.0,18.3,48.2,-75.25,-60.955852571891455,2375300.0,513825.0,75.0,48.05,225.0,48.2,39136.7,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38900.00,51456.0,38531.0,298.1121856866538,2918302.0,20.28,343.0,68.64999999999998,25.02278111900856,2819950.0,81075.0,50.0,341.8,50.0,342.7,39136.7,2023-03-16 11:06:02
186,39000,16-Mar-2023,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39000.00,194747.0,87208.0,81.09430067231423,3818353.0,17.85,69.4,-91.29999999999998,-56.81393901680149,2467075.0,806275.0,175.0,69.4,25.0,69.55,39136.7,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39000.00,138348.0,86032.0,164.4468231516171,5478713.0,19.35,264.25,50.55000000000001,23.654656059897057,4346700.0,319900.0,75.0,263.2,50.0,264.1,39136.7,2023-03-16 11:06:02
196,39100,16-Mar-2023,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39100.00,87319.0,55191.0,171.7847360557769,1457555.0,17.1,100.0,-96.25,-49.04458598726114,1871775.0,296800.0,75.0,100.0,75.0,100.3,39136.7,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39100.00,92191.0,56707.0,159.81005523616278,3413851.0,18.73,194.8,24.0,14.05152224824356,3283575.0,280100.0,100.0,194.25,100.0,194.8,39136.7,2023-03-16 11:06:02
203,39200,16-Mar-2023,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39200.00,70988.0,32849.0,86.12968352604945,974343.0,16.92,143.35,-98.3,-40.67866749430996,818200.0,231525.0,100.0,143.0,25.0,143.4,39136.7,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39200.00,121607.0,63754.0,110.199989628887,3653672.0,18.37,136.75,5.199999999999989,3.952869631318881,3768775.0,406750.0,25.0,136.45,100.0,136.85,39136.7,2023-03-16 11:06:02
210,39300,16-Mar-2023,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39300.00,33941.0,5720.0,20.268594309202367,467280.0,16.33,198.25,-104.14999999999998,-34.44113756613756,1216500.0,108450.0,25.0,197.75,125.0,198.4,39136.7,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39300.00,135494.0,47189.0,53.43865013306155,3177600.0,18.13,92.15,-1.6499999999999917,-1.7590618336886903,4275425.0,348775.0,50.0,92.25,50.0,92.45,39136.7,2023-03-16 11:06:02
218,39400,16-Mar-2023,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39400.00,24206.0,259.0,1.0815551008477051,212108.0,16.56,266.4,-109.25,-29.082922933581795,605300.0,56375.0,75.0,265.9,25.0,266.5,39136.7,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39400.00,120960.0,44606.0,58.41999109411426,2575345.0,18.19,59.95,-7.049999999999997,-10.52238805970149,5510075.0,276575.0,25.0,59.75,650.0,60.0,39136.7,2023-03-16 11:06:02
225,39500,16-Mar-2023,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39500.00,41361.0,-10576.0,-20.363132256387548,285644.0,15.48,342.5,-124.35000000000002,-26.63596444254044,179400.0,75950.0,25.0,344.25,50.0,345.0,39136.7,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39500.00,215876.0,70935.0,48.94060341794248,3542860.0,18.48,39.2,-7.949999999999996,-16.861081654294797,8125250.0,700225.0,75.0,39.05,125.0,39.2,39136.7,2023-03-16 11:06:02
231,39600,16-Mar-2023,39600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39600.00,14886.0,-5774.0,-27.947725072604065,59440.0,16.06,429.0,-118.35000000000002,-21.622362291038645,159225.0,21300.0,25.0,430.55,150.0,431.55,39136.7,39600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39600.00,124306.0,27984.0,29.052552895496355,1860312.0,18.91,24.7,-9.150000000000002,-27.03101920236337,3229975.0,335625.0,25.0,24.7,425.0,24.8,39136.7,2023-03-16 11:06:02
