,strikePrice,expiryDate,PE.strikePrice,PE.expiryDate,PE.underlying,PE.identifier,PE.openInterest,PE.changeinOpenInterest,PE.pchangeinOpenInterest,PE.totalTradedVolume,PE.impliedVolatility,PE.lastPrice,PE.change,PE.pChange,PE.totalBuyQuantity,PE.totalSellQuantity,PE.bidQty,PE.bidprice,PE.askQty,PE.askPrice,PE.underlyingValue,CE.strikePrice,CE.expiryDate,CE.underlying,CE.identifier,CE.openInterest,CE.changeinOpenInterest,CE.pchangeinOpenInterest,CE.totalTradedVolume,CE.impliedVolatility,CE.lastPrice,CE.change,CE.pChange,CE.totalBuyQuantity,CE.totalSellQuantity,CE.bidQty,CE.bidprice,CE.askQty,CE.askPrice,CE.underlyingValue,current_time
159,38600,16-Mar-2023,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38600.00,159565.0,124926.0,360.651289009498,8069223.0,13.33,7.9,-49.1,-86.14035087719299,4240775.0,737075.0,1000.0,7.9,1450.0,7.95,38995.75,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38600.00,11316.0,10150.0,870.4974271012007,1218086.0,0.0,403.1,-80.94999999999999,-16.72347897944427,1275500.0,35300.0,75.0,403.7,25.0,404.95,38995.75,2023-03-16 14:04:06
170,38700,16-Mar-2023,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38700.00,227444.0,186712.0,458.3914367082392,10552193.0,12.52,14.05,-58.2,-80.55363321799308,3967350.0,1194525.0,425.0,13.95,1500.0,14.05,38995.75,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38700.00,16779.0,14893.0,789.6606574761399,2574083.0,7.76,308.4,-112.25,-26.684892428384643,1942850.0,58850.0,75.0,310.8,25.0,311.85,38995.75,2023-03-16 14:04:06
171,38800,16-Mar-2023,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38800.00,199047.0,141749.0,247.3890886243848,11068692.0,12.14,25.5,-68.85,-72.97297297297297,3197075.0,947600.0,300.0,25.45,200.0,25.55,38995.75,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38800.00,45202.0,39541.0,698.4808337749514,4903969.0,9.21,221.55,-122.95,-35.68940493468795,2418850.0,124775.0,25.0,221.9,125.0,222.4,38995.75,2023-03-16 14:04:06
183,38900,16-Mar-2023,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38900.00,160321.0,120843.0,306.1021328334769,9636377.0,12.06,48.35,-75.1,-60.834345889023886,3051625.0,764350.0,675.0,48.15,300.0,48.35,38995.75,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38900.00,82816.0,69891.0,540.7427466150871,7076996.0,9.64,145.05,-129.3,-47.12957900492072,3271075.0,173650.0,50.0,145.9,175.0,146.25,38995.75,2023-03-16 14:04:06
186,39000,16-Mar-2023,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39000.00,175848.0,68309.0,63.52021127218963,11180203.0,12.33,88.1,-72.6,-45.17734909769757,3236125.0,772650.0,75.0,87.75,75.0,88.0,38995.75,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39000.00,215625.0,163309.0,312.1588041899228,13965862.0,9.97,86.0,-127.7,-59.75666822648572,5760200.0,772250.0,175.0,85.85,50.0,86.0,38995.75,2023-03-16 14:04:06
200,39100,16-Mar-2023,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39100.00,54400.0,22272.0,69.32270916334662,4570721.0,13.22,146.3,-49.94999999999999,-25.45222929936305,1330825.0,192750.0,75.0,146.3,25.0,146.7,38995.75,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39100.00,154269.0,118785.0,334.7565099763274,10213587.0,10.32,45.85,-124.95000000000002,-73.15573770491804,4332600.0,550425.0,100.0,45.7,25.0,45.8,38995.75,2023-03-16 14:04:06
207,39200,16-Mar-2023,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39200.00,54913.0,16774.0,43.981226565982325,3019952.0,14.69,224.15,-17.5,-7.241878750258639,951825.0,122900.0,125.0,223.95,125.0,224.55,38995.75,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39200.00,186634.0,128781.0,222.6003837311808,10916055.0,10.96,23.0,-108.55,-82.51615355378183,4251000.0,793250.0,375.0,22.9,500.0,23.0,38995.75,2023-03-16 14:04:06
215,39300,16-Mar-2023,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39300.00,24697.0,-3524.0,-12.48715495552957,1371159.0,16.72,317.15,14.75,4.877645502645503,934375.0,68200.0,50.0,315.6,50.0,316.45,38995.75,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39300.00,167333.0,79028.0,89.4943661174339,9089324.0,11.75,11.7,-82.1,-87.52665245202559,4508625.0,643400.0,1575.0,11.65,950.0,11.75,38995.75,2023-03-16 14:04:06
222,39400,16-Mar-2023,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39400.00,21286.0,-2661.0,-11.112039086315614,607003.0,18.66,409.8,34.150000000000034,9.0909090909091,621725.0,41350.0,75.0,405.8,50.0,407.05,38995.75,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39400.00,146016.0,69662.0,91.23556067789508,6840021.0,12.71,6.1,-60.9,-90.8955223880597,5662525.0,505075.0,3600.0,6.0,3125.0,6.1,38995.75,2023-03-16 14:04:06
228,39500,16-Mar-2023,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39500.00,37798.0,-14139.0,-27.22336677128059,748637.0,21.12,511.7,44.849999999999966,9.606940130662943,368350.0,99175.0,50.0,508.8,25.0,509.8,38995.75,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39500.00,223293.0,78352.0,54.05785802498948,8495267.0,13.95,3.95,-43.2,-91.62248144220572,7826200.0,982500.0,875.0,3.9,9100.0,3.95,38995.75,2023-03-16 14:04:06
236,39600,16-Mar-2023,39600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39600.00,13051.0,-7609.0,-36.8296224588577,147650.0,23.66,605.3,57.94999999999993,10.587375536676705,288250.0,22700.0,50.0,602.7,25.0,604.3,38995.75,39600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39600.00,112317.0,15995.0,16.605759847179254,4378470.0,15.11,2.5,-31.35,-92.61447562776958,3394950.0,425775.0,7775.0,2.5,450.0,2.55,38995.75,2023-03-16 14:04:06
240,39700,16-Mar-2023,39700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39700.00,7620.0,-4139.0,-35.19857130708394,78339.0,26.79,712.8,65.29999999999995,10.084942084942078,184600.0,20725.0,50.0,706.05,50.0,707.8,38995.75,39700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39700.00,96535.0,-312.0,-0.3221576300763059,3433694.0,16.48,1.95,-23.25,-92.26190476190476,2568625.0,337625.0,10425.0,1.9,13025.0,1.95,38995.75,2023-03-16 14:04:06
250,39800,16-Mar-2023,39800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39800.00,8996.0,-4239.0,-32.028711749149984,37645.0,28.37,826.9,78.0,10.4152757377487,93400.0,21125.0,75.0,801.4,25.0,803.85,38995.75,39800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39800.00,108259.0,11493.0,11.877105594940373,2783501.0,17.76,1.5,-17.85,-92.24806201550388,2895800.0,337025.0,22450.0,1.45,4250.0,1.5,38995.75,2023-03-16 14:04:06
253,39900,16-Mar-2023,39900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39900.00,10171.0,-1831.0,-15.255790701549742,21687.0,29.33,907.6,58.39999999999998,6.877060763071123,113725.0,14100.0,50.0,904.75,125.0,907.2,38995.75,39900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39900.00,71701.0,2156.0,3.100150981378963,2011528.0,19.54,1.35,-14.25,-91.34615384615384,1798250.0,201675.0,16750.0,1.35,825.0,1.4,38995.75,2023-03-16 14:04:06
