,strikePrice,expiryDate,PE.strikePrice,PE.expiryDate,PE.underlying,PE.identifier,PE.openInterest,PE.changeinOpenInterest,PE.pchangeinOpenInterest,PE.totalTradedVolume,PE.impliedVolatility,PE.lastPrice,PE.change,PE.pChange,PE.totalBuyQuantity,PE.totalSellQuantity,PE.bidQty,PE.bidprice,PE.askQty,PE.askPrice,PE.underlyingValue,CE.strikePrice,CE.expiryDate,CE.underlying,CE.identifier,CE.openInterest,CE.changeinOpenInterest,CE.pchangeinOpenInterest,CE.totalTradedVolume,CE.impliedVolatility,CE.lastPrice,CE.change,CE.pChange,CE.totalBuyQuantity,CE.totalSellQuantity,CE.bidQty,CE.bidprice,CE.askQty,CE.askPrice,CE.underlyingValue,current_time
156,38600,16-Mar-2023,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38600.00,92544.0,57905.0,167.16706602384596,1399173.0,21.41,90.25,33.25,58.333333333333336,3823550.0,389825.0,50.0,89.8,75.0,90.1,38725.3,38600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38600.00,21283.0,20117.0,1725.3001715265866,235597.0,21.03,286.0,-198.05,-40.91519471129016,1349375.0,85950.0,125.0,286.2,200.0,287.1,38725.3,2023-03-16 09:58:07
159,38700,16-Mar-2023,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38700.00,126491.0,85759.0,210.54453500932928,1735729.0,20.98,123.2,50.95,70.51903114186851,3537175.0,515625.0,100.0,122.95,75.0,123.3,38725.3,38700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38700.00,69687.0,67801.0,3594.9628844114527,567290.0,0.0,222.65,-198.0,-47.0700106977297,2105950.0,144250.0,25.0,222.05,50.0,222.6,38806.65,2023-03-16 09:58:07
170,38800,16-Mar-2023,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38800.00,85025.0,27727.0,48.3908687912318,1797793.0,21.07,168.8,74.45000000000002,78.90832008479069,2543400.0,351475.0,375.0,168.35,75.0,168.8,38725.3,38800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38800.00,93326.0,87665.0,1548.5779897544603,892312.0,20.72,164.25,-180.25,-52.322206095791,2461825.0,247500.0,50.0,164.3,125.0,164.6,38725.3,2023-03-16 09:58:07
171,38900,16-Mar-2023,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE38900.00,65124.0,25646.0,64.96276407112822,1493589.0,0.0,221.45,98.0,79.3843661401377,1890250.0,215675.0,150.0,220.7,100.0,221.35,38806.65,38900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE38900.00,113724.0,100799.0,779.8762088974855,1150072.0,0.0,120.7,-153.65000000000003,-56.00510297065793,2633325.0,225250.0,75.0,120.65,25.0,121.0,38806.65,2023-03-16 09:58:07
183,39000,16-Mar-2023,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39000.00,105134.0,-2405.0,-2.236397957950139,1904450.0,21.54,288.4,127.7,79.46484131922837,1860125.0,293575.0,75.0,288.4,100.0,289.1,38725.3,39000.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39000.00,223655.0,171339.0,327.5078369905956,2039022.0,21.12,85.45,-128.25,-60.01403837154891,4032450.0,853475.0,25.0,85.2,125.0,85.45,38725.3,2023-03-16 09:58:07
193,39100,16-Mar-2023,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39100.00,34834.0,2706.0,8.422559760956176,664726.0,21.58,361.9,165.64999999999998,84.4076433121019,1281350.0,107775.0,25.0,360.2,50.0,361.05,38725.3,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39100.00,119377.0,83893.0,236.4248675459362,1235797.0,21.44,60.7,-110.1,-64.46135831381733,3125650.0,242975.0,150.0,60.45,225.0,60.7,38725.3,2023-03-16 09:58:07
200,39200,16-Mar-2023,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39200.00,40974.0,2835.0,7.433335955321325,497397.0,22.74,442.85,201.2,83.26091454583076,612375.0,63600.0,50.0,442.85,25.0,443.9,38725.3,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39200.00,136656.0,78803.0,136.2124695348556,1334402.0,22.1,41.9,-89.65,-68.14899277841124,3324725.0,427250.0,225.0,41.9,725.0,42.1,38725.3,2023-03-16 09:58:07
207,39300,16-Mar-2023,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39300.00,23794.0,-4427.0,-15.686899826370434,243109.0,22.81,529.95,227.55000000000007,75.2480158730159,1023800.0,39650.0,25.0,529.55,125.0,531.2,38725.3,39300.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39300.00,124092.0,35787.0,40.52658399864107,1215940.0,22.94,30.4,-63.4,-67.590618336887,4066300.0,410500.0,1200.0,30.3,100.0,30.45,38725.3,2023-03-16 09:58:07
215,39400,16-Mar-2023,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39400.00,23680.0,-267.0,-1.1149622082097963,116023.0,25.1,623.3,247.65,65.92572873685612,492625.0,30375.0,25.0,622.0,25.0,623.55,38725.3,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39400.00,114562.0,38208.0,50.04060036147418,1057983.0,23.92,22.2,-44.8,-66.86567164179104,5294275.0,314050.0,375.0,22.1,1725.0,22.2,38725.3,2023-03-16 09:58:07
222,39500,16-Mar-2023,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39500.00,44974.0,-6963.0,-13.406627259949554,138826.0,25.67,718.3,251.45,53.86098318517723,185800.0,39075.0,100.0,715.95,25.0,717.9,38725.3,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39500.00,225565.0,80624.0,55.62539240104594,1527866.0,25.03,16.9,-30.25,-64.15694591728526,7600625.0,684825.0,2150.0,16.85,250.0,16.95,38725.3,2023-03-16 09:58:07
