,strikePrice,expiryDate,CE.strikePrice,CE.expiryDate,CE.underlying,CE.identifier,CE.openInterest,CE.changeinOpenInterest,CE.pchangeinOpenInterest,CE.totalTradedVolume,CE.impliedVolatility,CE.lastPrice,CE.change,CE.pChange,CE.totalBuyQuantity,CE.totalSellQuantity,CE.bidQty,CE.bidprice,CE.askQty,CE.askPrice,CE.underlyingValue,PE.strikePrice,PE.expiryDate,PE.underlying,PE.identifier,PE.openInterest,PE.changeinOpenInterest,PE.pchangeinOpenInterest,PE.totalTradedVolume,PE.impliedVolatility,PE.lastPrice,PE.change,PE.pChange,PE.totalBuyQuantity,PE.totalSellQuantity,PE.bidQty,PE.bidprice,PE.askQty,PE.askPrice,PE.underlyingValue,current_time
0,39100,16-Mar-2023,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39100.00,0.0,0.0,0.0,0.0,0.0,575.0,-77.60000000000002,-11.890897946674842,41525.0,6425.0,75.0,550.1,325.0,575.0,0.0,39100.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39100.00,0.0,0.0,0.0,0.0,0.0,118.0,-34.5,-22.62295081967213,55550.0,96475.0,25.0,113.4,50.0,116.75,0.0,2023-03-15 09:16:02
1,39200,16-Mar-2023,,,,,,,,,,,,,,,,,,,,39200.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39200.00,0.0,0.0,0.0,0.0,0.0,135.05,-43.04999999999998,-24.171813587871974,77325.0,190350.0,25.0,135.05,25.0,140.15,0.0,2023-03-15 09:16:02
2,39400,16-Mar-2023,39400.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39400.00,0.0,0.0,0.0,0.0,0.0,358.0,-75.14999999999998,-17.34964792796952,150125.0,51600.0,525.0,355.0,425.0,358.0,0.0,,,,,,,,,,,,,,,,,,,,2023-03-15 09:16:02
3,39500,16-Mar-2023,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39500.00,0.0,0.0,0.0,0.0,0.0,300.0,-74.85000000000002,-19.96798719487796,254550.0,148000.0,50.0,299.35,850.0,302.0,0.0,39500.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39500.00,0.0,0.0,0.0,0.0,0.0,249.45,-35.30000000000001,-12.396839332748028,127775.0,143125.0,25.0,242.1,3325.0,250.0,0.0,2023-03-15 09:16:02
4,39600,16-Mar-2023,,,,,,,,,,,,,,,,,,,,39600.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39600.00,0.0,0.0,0.0,0.0,0.0,286.05,-42.55000000000001,-12.948874010955572,92800.0,41625.0,400.0,286.0,25.0,295.8,0.0,2023-03-15 09:16:02
5,39700,16-Mar-2023,39700.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39700.00,0.0,0.0,0.0,0.0,0.0,203.25,-75.60000000000002,-27.11135018827327,173550.0,135700.0,5925.0,202.3,50.0,206.35,0.0,,,,,,,,,,,,,,,,,,,,2023-03-15 09:16:02
6,39800,16-Mar-2023,39800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023CE39800.00,0.0,0.0,0.0,0.0,0.0,162.9,-70.65,-30.250481695568403,70750.0,125275.0,25.0,162.9,25.0,164.05,0.0,39800.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39800.00,0.0,0.0,0.0,0.0,0.0,412.0,-22.69999999999999,-5.221992178513915,39125.0,21650.0,75.0,405.0,100.0,413.0,0.0,2023-03-15 09:16:02
7,39900,16-Mar-2023,,,,,,,,,,,,,,,,,,,,39900.0,16-Mar-2023,BANKNIFTY,OPTIDXBANKNIFTY16-03-2023PE39900.00,0.0,0.0,0.0,0.0,0.0,484.95,-13.850000000000025,-2.776663993584608,30200.0,6400.0,225.0,475.0,50.0,484.0,0.0,2023-03-15 09:16:02
